time,d2m,msdwswrf,ssrd,t2m,tcc,tp,u10,v10
2019-01-07 21:00:00,239.25201,,2.0,242.435,,2.9848889e-07,-0.45316988,-0.42116204
2019-01-07 22:00:00,239.4408,,2.0,242.61864,,2.9848889e-07,-0.45738432,-0.4148778
2019-01-07 23:00:00,239.53484,,2.0,242.70793,,4.4796616e-07,-0.4532957,-0.4138823
2019-01-08 00:00:00,239.51976,,2.0,242.68633,,4.4796616e-07,-0.44209915,-0.41873544
2019-01-08 01:00:00,239.47884,,2.0,242.6424,,4.4796616e-07,-0.4292672,-0.45675206
2019-01-08 02:00:00,238.44234,,2.0,241.69688,,5.9697777e-07,-0.4394573,-0.5261277
2019-01-08 03:00:00,238.61246,,2.0,241.85098,,1.3438985e-06,-0.40813217,-0.54435825
2019-01-08 04:00:00,238.71797,,2.0,241.95973,,1.7918646e-06,-0.41807067,-0.5549357
2019-01-08 05:00:00,238.71797,,2.0,241.95396,,1.941342e-06,-0.3959921,-0.55835783
2019-01-08 06:00:00,238.667,,2.0,241.90715,,1.941342e-06,-0.3920922,-0.5664465
2019-01-08 07:00:00,238.59451,,2.0,241.81425,,1.941342e-06,-0.3574333,-0.6039031
2019-01-08 08:00:00,238.5299,,2.0,241.75882,,1.941342e-06,-0.31969216,-0.6356977
2019-01-08 09:00:00,238.52417,,2.0,241.73361,,1.941342e-06,-0.28169945,-0.65890586
2019-01-08 10:00:00,238.53851,,2.0,241.75882,,1.941342e-06,-0.25012273,-0.69200706
2019-01-08 11:00:00,237.95782,,2.0,241.20432,,1.941342e-06,-0.21319935,-0.70420223
2019-01-08 12:00:00,238.20187,,2.0,241.43044,,1.941342e-06,-0.17099221,-0.7717735
2019-01-08 13:00:00,238.46243,,2.0,241.68031,,1.941342e-06,-0.13180436,-0.81159455
2019-01-08 14:00:00,238.76894,,2.0,241.95253,,2.0903535e-06,-0.08274092,-0.94617707
2019-01-08 15:00:00,238.82205,,2.0,242.00941,,2.0903535e-06,-0.058523715,-0.95837224
2019-01-08 16:00:00,238.7072,,2.0,241.90643,,2.5387853e-06,-0.05443509,-0.9482303
2019-01-08 17:00:00,238.72946,,2.0,241.92012,,3.882684e-06,-0.024997026,-0.9606122
