time,d2m,ssrd,t2m,tp,u10,v10
2020-01-04 11:00:00,237.29791,-1.0,240.26964,2.7642585e-05,-0.87575364,1.6489477
2020-01-04 12:00:00,237.73715,-1.0,240.66153,3.714487e-05,-0.85986924,1.7118094
2020-01-04 13:00:00,237.84315,-1.0,240.7284,4.8374757e-05,-0.9244803,1.7342898
2020-01-04 14:00:00,238.41382,-1.0,241.23264,5.787704e-05,-0.98565686,1.7295023
2020-01-04 15:00:00,238.7988,-1.0,241.59573,6.435625e-05,-0.9468044,1.7320001
2020-01-04 16:00:00,239.27449,-1.0,242.1009,7.1266666e-05,-0.82166064,1.7120175
2020-01-04 17:00:00,239.5662,-1.0,242.40085,8.076895e-05,-0.6782713,1.7228414
2020-01-04 18:00:00,239.88756,-1.0,242.75745,8.8975765e-05,-0.51663625,1.716805
2020-01-04 19:00:00,239.5399,-1.0,242.42592,9.243097e-05,-0.53273535,1.752399
2020-01-04 20:00:00,239.79852,-1.0,242.81316,9.588618e-05,-0.42626664,1.7284615
2020-01-04 21:00:00,239.8672,-1.0,242.98775,9.891018e-05,-0.34727368,1.6982795
2020-01-04 22:00:00,239.8282,-1.0,242.95338,0.000100637786,-0.2682807,1.6347933
2020-01-04 23:00:00,239.6035,-1.0,242.7398,0.000103228725,-0.3195832,1.6021135
2020-01-05 00:00:00,239.49242,-1.0,242.63858,0.00010452513,-0.38290635,1.6214716
2020-01-05 01:00:00,240.04951,-1.0,243.16605,8.63336e-07,-0.3610116,1.7034833
2020-01-05 02:00:00,239.63911,-1.0,242.7268,2.1588057e-06,-0.42562267,1.8075591
2020-01-05 03:00:00,239.37115,-1.0,242.26712,3.023073e-06,-0.53917503,1.9182957
2020-01-05 04:00:00,239.2906,-1.0,242.00339,3.8873404e-06,-0.45953813,2.0862741
2020-01-05 05:00:00,239.38217,-1.0,241.97089,5.18281e-06,-0.30391338,2.2097077
2020-01-05 06:00:00,239.65182,-1.0,242.18355,6.9104135e-06,-0.1665344,2.2594562
2020-01-05 07:00:00,239.65776,-1.0,242.12225,1.036562e-05,-0.25583073,2.2917194
2020-01-05 08:00:00,240.21402,-1.0,242.64229,2.1163374e-05,-0.32516423,2.3139918
2020-01-05 09:00:00,240.8627,-1.0,243.27283,5.6149438e-05,-0.29618582,2.3593688
2020-01-05 10:00:00,241.55972,-1.0,243.97116,0.00012439303,-0.12811115,2.4222305
2020-01-05 11:00:00,242.2084,-1.0,244.5952,0.00020343531,-0.01412949,2.4726033
2020-01-05 12:00:00,242.65018,-1.0,245.03445,0.00025612954,0.15931156,2.5677285
2020-01-05 13:00:00,242.90796,-1.0,245.18489,0.0002734065,0.3763275,2.5831318
2020-01-05 14:00:00,243.04024,-1.0,245.2081,0.00028031785,0.56779957,2.5271387
